5149,317758, 
2153,562176, 
8929,723693, 
9966,781216, 
6461,311577, 
4486,494654, 
2712,483216, 
9933,435236, 
3722,364817, 
4255,832775, 
2723,448926, 
2222,865738, 
1525,286746, 
2282,932583, 
5726,846475, 
8339,898326, 
1932,678552, 
2492,573796, 
4216,572827, 
1473,684396, 
2921,378963, 
7214,911453, 
1548,353878, 
6125,939931, 
4697,353411, 
3689,147611, 
2223,755139, 
9212,728246, 
4293,535669, 
5941,663621, 
9924,571951, 
7319,431778, 
5947,118954, 
5776,579698, 
6475,226652, 
8851,597632, 
5487,281234, 
8777,246348, 
7839,145378, 
2788,652925, 
1667,785995, 
1389,231669, 
7415,763223, 
9847,813847, 
3542,514686, 
7811,123396, 
5345,394417, 
2276,981915, 
6922,832356, 
4544,863863, 
3599,896546, 
1956,281388, 
6697,328784, 
2333,168782, 
7161,879616, 
2586,711377, 
5452,844915, 
2458,135497, 
7627,467214, 
2892,425512, 
2256,193965, 
9799,198751, 
7497,927625, 
6754,584138, 
3768,614544, 
2372,866132, 
3421,252376, 
4565,242863, 
8891,285191, 
4725,823638, 
7348,128515, 
7372,273362, 
2522,599647, 
3789,119444, 
9425,222333, 
9976,459218, 
3712,936379, 
2139,415995, 
2261,454287, 
9492,559962, 
7616,234521, 
4819,814176, 
7663,684978, 
3294,566234, 
4114,525932, 
7956,824795, 
8485,644989, 
2831,211313, 
8838,466851, 
2312,547399, 
4773,982877, 
6933,471916, 
2976,381612, 
9696,791172, 
4214,254241, 
5988,476437, 
6117,562444, 
1779,268785, 
7565,121985, 
8771,442956, 
